COHORT,OPEID,NAME,TYPE,CIPCODE,CIPDESC,CREDLEV,CREDDESC,COUNT,DEBTMEDIAN,DEBTMEAN,IPEDSCOUNT,FIELD
2016_2017,1426,YALE UNIVERSITY,PRIVATE,402,Architecture.,5,Master's Degree,67,61000,61368,138,Architecture and City Planning
2016_2017,3969,UNIVERSITY OF MINNESOTA - TWIN CITIES,PUBLIC,402,Architecture.,5,Master's Degree,27,57412,60628,81,Architecture and City Planning
2016_2017,3530,UNIVERSITY OF TENNESSEE,PUBLIC,402,Architecture.,5,Master's Degree,19,PrivacySuppressed,60338,28,Architecture and City Planning
2016_2017,1437,CATHOLIC UNIVERSITY OF AMERICA (THE),PRIVATE,402,Architecture.,7,First Professional Degree,PrivacySuppressed,41000,59330,NULL,Architecture and City Planning
2016_2017,2972,NORTH CAROLINA STATE UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,32,56039,58245,57,Architecture and City Planning
2016_2017,2688,CITY COLLEGE OF NEW YORK - CUNY,PUBLIC,402,Architecture.,5,Master's Degree,20,61000,58125,39,Architecture and City Planning
2016_2017,2569,UNIVERSITY OF NEVADA - LAS VEGAS,PUBLIC,402,Architecture.,5,Master's Degree,22,35388,57340,40,Architecture and City Planning
2016_2017,1144,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",PUBLIC,402,Architecture.,5,Master's Degree,13,PrivacySuppressed,56731,36,Architecture and City Planning
2016_2017,1535,UNIVERSITY OF FLORIDA,PUBLIC,402,Architecture.,5,Master's Degree,48,51416,55726,112,Architecture and City Planning
2016_2017,3216,PORTLAND STATE UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,35,47620,54627,47,Architecture and City Planning
2016_2017,3754,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,41,49049,53875,97,Architecture and City Planning
2016_2017,1775,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,PUBLIC,402,Architecture.,5,Master's Degree,60,42314,53520,160,Architecture and City Planning
2016_2017,1083,UNIVERSITY OF ARIZONA (THE),PUBLIC,402,Architecture.,5,Master's Degree,17,PrivacySuppressed,53096,47,Architecture and City Planning
2016_2017,2103,"UNIVERSITY OF MARYLAND, COLLEGE PARK",PUBLIC,402,Architecture.,5,Master's Degree,32,51502,53088,50,Architecture and City Planning
2016_2017,2627,PRINCETON UNIVERSITY,PRIVATE,402,Architecture.,5,Master's Degree,14,PrivacySuppressed,52922,62,Architecture and City Planning
2016_2017,2279,LAWRENCE TECHNOLOGICAL UNIVERSITY,PRIVATE,402,Architecture.,5,Master's Degree,49,47075,49645,70,Architecture and City Planning
2016_2017,3896,UNIVERSITY OF WISCONSIN - MILWAUKEE,PUBLIC,402,Architecture.,5,Master's Degree,55,41000,49569,99,Architecture and City Planning
2016_2017,6695,UNIVERSITY OF LONDON - UNIVERSITY COLLEGE LONDON,FOREIGN SCHOOLS,402,Architecture.,5,Master's Degree,PrivacySuppressed,PrivacySuppressed,47437,NULL,Architecture and City Planning
2016_2017,2975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,PUBLIC,402,Architecture.,5,Master's Degree,45,41000,46881,64,Architecture and City Planning
2016_2017,2083,MORGAN STATE UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,19,PrivacySuppressed,46555,25,Architecture and City Planning
2016_2017,2178,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,PRIVATE,402,Architecture.,5,Master's Degree,29,36750,46461,48,Architecture and City Planning
2016_2017,2837,STATE UNIVERSITY OF NEW YORK AT BUFFALO,PUBLIC,402,Architecture.,5,Master's Degree,65,41000,46112,124,Architecture and City Planning
2016_2017,1312,"UNIVERSITY OF CALIFORNIA, BERKELEY",PUBLIC,402,Architecture.,5,Master's Degree,13,PrivacySuppressed,45643,105,Architecture and City Planning
2016_2017,3410,ROGER WILLIAMS UNIVERSITY,PRIVATE,402,Architecture.,5,Master's Degree,50,41000,45260,79,Architecture and City Planning
2016_2017,2199,NORTHEASTERN UNIVERSITY,PRIVATE,402,Architecture.,7,First Professional Degree,PrivacySuppressed,36200,44781,NULL,Architecture and City Planning
2016_2017,1869,IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY,PUBLIC,402,Architecture.,5,Master's Degree,20,46462,44220,42,Architecture and City Planning
2016_2017,2565,UNIVERSITY OF NEBRASKA,PUBLIC,402,Architecture.,7,First Professional Degree,PrivacySuppressed,41764,43874,NULL,Architecture and City Planning
2016_2017,3425,CLEMSON UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,38,40573,43624,83,Architecture and City Planning
2016_2017,3675,UNIVERSITY OF UTAH,PUBLIC,402,Architecture.,5,Master's Degree,40,41000,41149,66,Architecture and City Planning
2016_2017,2621,NEW JERSEY INSTITUTE OF TECHNOLOGY,PUBLIC,402,Architecture.,5,Master's Degree,14,PrivacySuppressed,40987,33,Architecture and City Planning
2016_2017,1480,FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,23,35500,39995,44,Architecture and City Planning
2016_2017,9635,FLORIDA INTERNATIONAL UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,116,35089,39764,199,Architecture and City Planning
2016_2017,2663,UNIVERSITY OF NEW MEXICO,PUBLIC,402,Architecture.,5,Master's Degree,27,34000,39514,58,Architecture and City Planning
2016_2017,10115,UNIVERSITY OF TEXAS AT SAN ANTONIO,PUBLIC,402,Architecture.,5,Master's Degree,24,39465,39487,51,Architecture and City Planning
2016_2017,1700,JUDSON UNIVERSITY,PRIVATE,402,Architecture.,5,Master's Degree,18,PrivacySuppressed,38786,27,Architecture and City Planning
2016_2017,3652,UNIVERSITY OF HOUSTON,PUBLIC,402,Architecture.,5,Master's Degree,24,39111,38193,55,Architecture and City Planning
2016_2017,3090,OHIO STATE UNIVERSITY (THE),PUBLIC,402,Architecture.,5,Master's Degree,19,PrivacySuppressed,38053,47,Architecture and City Planning
2016_2017,1786,BALL STATE UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,38,33250,37425,56,Architecture and City Planning
2016_2017,1928,KANSAS STATE UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,68,34911,35711,137,Architecture and City Planning
2016_2017,3632,TEXAS A&M UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,19,PrivacySuppressed,35696,84,Architecture and City Planning
2016_2017,2238,ANDREWS UNIVERSITY,PRIVATE,402,Architecture.,5,Master's Degree,10,PrivacySuppressed,35475,21,Architecture and City Planning
2016_2017,1626,UNIVERSITY OF IDAHO,PUBLIC,402,Architecture.,5,Master's Degree,34,32471,34230,53,Architecture and City Planning
2016_2017,1948,UNIVERSITY OF KANSAS,PUBLIC,402,Architecture.,5,Master's Degree,75,20500,34065,162,Architecture and City Planning
2016_2017,3656,UNIVERSITY OF TEXAS AT ARLINGTON,PUBLIC,402,Architecture.,5,Master's Degree,45,31814,33078,90,Architecture and City Planning
2016_2017,3714,HAMPTON UNIVERSITY,PRIVATE,402,Architecture.,5,Master's Degree,10,PrivacySuppressed,32548,31,Architecture and City Planning
2016_2017,2323,UNIVERSITY OF DETROIT MERCY,PRIVATE,402,Architecture.,5,Master's Degree,28,33385,31533,42,Architecture and City Planning
2016_2017,1989,UNIVERSITY OF KENTUCKY,PUBLIC,402,Architecture.,5,Master's Degree,37,30500,31325,55,Architecture and City Planning
2016_2017,3800,WASHINGTON STATE UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,34,32529,30601,65,Architecture and City Planning
2016_2017,3644,TEXAS TECH UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,46,32208,30342,101,Architecture and City Planning
2016_2017,2031,UNIVERSITY OF LOUISIANA AT LAFAYETTE,PUBLIC,402,Architecture.,5,Master's Degree,27,29327,29224,44,Architecture and City Planning
2016_2017,2225,WENTWORTH INSTITUTE OF TECHNOLOGY,PRIVATE,402,Architecture.,5,Master's Degree,109,20500,28689,146,Architecture and City Planning
2016_2017,1758,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,PUBLIC,402,Architecture.,5,Master's Degree,51,27500,28486,91,Architecture and City Planning
2016_2017,3051,KENT STATE UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,61,29000,28046,91,Architecture and City Planning
2016_2017,2532,MONTANA STATE UNIVERSITY BOZEMAN,PUBLIC,402,Architecture.,5,Master's Degree,28,27039,27811,49,Architecture and City Planning
2016_2017,3692,NORWICH UNIVERSITY,PRIVATE,402,Architecture.,5,Master's Degree,18,PrivacySuppressed,20795,23,Architecture and City Planning
2016_2017,3630,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,19,PrivacySuppressed,20716,45,Architecture and City Planning
2016_2017,2008,LOUISIANA TECH UNIVERSITY,PUBLIC,402,Architecture.,5,Master's Degree,20,20354,20210,30,Architecture and City Planning
2016_2017,2997,NORTH DAKOTA STATE UNIVERSITY - FARGO,PUBLIC,402,Architecture.,5,Master's Degree,49,18261,16546,81,Architecture and City Planning
2016_2017,7108,UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS,PUBLIC,402,Architecture.,5,Master's Degree,13,PrivacySuppressed,16207,54,Architecture and City Planning
2016_2017,2798,PRATT INSTITUTE,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,36,131726,129632,88,Architecture and City Planning
2016_2017,2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,40,81527,85063,176,Architecture and City Planning
2016_2017,2785,NEW YORK UNIVERSITY,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,42,62650,75938,76,Architecture and City Planning
2016_2017,3378,UNIVERSITY OF PENNSYLVANIA,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,58,71279,75722,120,Architecture and City Planning
2016_2017,1002,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,10,PrivacySuppressed,68542,17,Architecture and City Planning
2016_2017,1535,UNIVERSITY OF FLORIDA,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,34,60671,64951,61,Architecture and City Planning
2016_2017,1328,UNIVERSITY OF SOUTHERN CALIFORNIA,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,64,58470,63211,127,Architecture and City Planning
2016_2017,3658,UNIVERSITY OF TEXAS AT AUSTIN,PUBLIC,403,"City/Urban, Community and Regional Planning.",6,Doctoral Degree,PrivacySuppressed,PrivacySuppressed,59004,9,Architecture and City Planning
2016_2017,1598,UNIVERSITY OF GEORGIA,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,14,PrivacySuppressed,56404,25,Architecture and City Planning
2016_2017,1776,UNIVERSITY OF ILLINOIS AT CHICAGO,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,52,49645,54192,134,Architecture and City Planning
2016_2017,4508,UNIVERSITY OF COLORADO DENVER,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,61,44700,53125,113,Architecture and City Planning
2016_2017,3798,UNIVERSITY OF WASHINGTON - SEATTLE,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,37,40807,53042,84,Architecture and City Planning
2016_2017,2325,UNIVERSITY OF MICHIGAN - ANN ARBOR,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,49,41000,52142,124,Architecture and City Planning
2016_2017,1315,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,72,47268,50290,138,Architecture and City Planning
2016_2017,3896,UNIVERSITY OF WISCONSIN - MILWAUKEE,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,22,43854,49967,42,Architecture and City Planning
2016_2017,1445,GEORGETOWN UNIVERSITY,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,21,56500,49434,35,Architecture and City Planning
2016_2017,3184,UNIVERSITY OF OKLAHOMA,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,15,PrivacySuppressed,48334,35,Architecture and City Planning
2016_2017,2155,HARVARD UNIVERSITY,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,50,41000,47490,150,Architecture and City Planning
2016_2017,1081,ARIZONA STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,21,40000,46842,53,Architecture and City Planning
2016_2017,6695,UNIVERSITY OF LONDON - UNIVERSITY COLLEGE LONDON,FOREIGN SCHOOLS,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,PrivacySuppressed,PrivacySuppressed,46756,NULL,Architecture and City Planning
2016_2017,1569,GEORGIA INSTITUTE OF TECHNOLOGY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,35,43018,46326,83,Architecture and City Planning
2016_2017,3223,UNIVERSITY OF OREGON,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,23,45262,46171,36,Architecture and City Planning
2016_2017,2975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,14,PrivacySuppressed,46133,23,Architecture and City Planning
2016_2017,2711,CORNELL UNIVERSITY,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,15,PrivacySuppressed,45924,66,Architecture and City Planning
2016_2017,2329,WAYNE STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,14,PrivacySuppressed,45079,31,Architecture and City Planning
2016_2017,1999,UNIVERSITY OF LOUISVILLE,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,22,41000,44911,28,Architecture and City Planning
2016_2017,3658,UNIVERSITY OF TEXAS AT AUSTIN,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,25,43393,44706,60,Architecture and City Planning
2016_2017,2837,STATE UNIVERSITY OF NEW YORK AT BUFFALO,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,33,40800,44615,69,Architecture and City Planning
2016_2017,3754,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,20,31934,44192,53,Architecture and City Planning
2016_2017,3775,EASTERN WASHINGTON UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,10,PrivacySuppressed,44173,16,Architecture and City Planning
2016_2017,2663,UNIVERSITY OF NEW MEXICO,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,33,40580,44033,54,Architecture and City Planning
2016_2017,2974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,32,46250,42709,78,Architecture and City Planning
2016_2017,3745,UNIVERSITY OF VIRGINIA,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,30,41318,41025,51,Architecture and City Planning
2016_2017,10115,UNIVERSITY OF TEXAS AT SAN ANTONIO,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,13,PrivacySuppressed,40278,20,Architecture and City Planning
2016_2017,3090,OHIO STATE UNIVERSITY (THE),PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,36,33127,40265,61,Architecture and City Planning
2016_2017,1312,"UNIVERSITY OF CALIFORNIA, BERKELEY",PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,17,PrivacySuppressed,39906,109,Architecture and City Planning
2016_2017,2178,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,39,41000,39114,126,Architecture and City Planning
2016_2017,1314,"UNIVERSITY OF CALIFORNIA, IRVINE",PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,33,36600,39058,64,Architecture and City Planning
2016_2017,2835,STATE UNIVERSITY OF NEW YORK AT ALBANY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,10,PrivacySuppressed,38846,34,Architecture and City Planning
2016_2017,3051,KENT STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,11,PrivacySuppressed,38338,19,Architecture and City Planning
2016_2017,3969,UNIVERSITY OF MINNESOTA - TWIN CITIES,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,18,PrivacySuppressed,37093,57,Architecture and City Planning
2016_2017,1775,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,12,PrivacySuppressed,36297,52,Architecture and City Planning
2016_2017,1155,SAN JOSE STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,30,38195,35635,62,Architecture and City Planning
2016_2017,3656,UNIVERSITY OF TEXAS AT ARLINGTON,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,14,PrivacySuppressed,35037,21,Architecture and City Planning
2016_2017,1610,UNIVERSITY OF HAWAII AT MANOA,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,16,PrivacySuppressed,34876,32,Architecture and City Planning
2016_2017,1928,KANSAS STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,10,PrivacySuppressed,34750,16,Architecture and City Planning
2016_2017,1869,IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,21,33819,34344,40,Architecture and City Planning
2016_2017,3216,PORTLAND STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,46,34055,34293,67,Architecture and City Planning
2016_2017,1312,"UNIVERSITY OF CALIFORNIA, BERKELEY",PUBLIC,403,"City/Urban, Community and Regional Planning.",7,First Professional Degree,PrivacySuppressed,PrivacySuppressed,33911,NULL,Architecture and City Planning
2016_2017,1083,UNIVERSITY OF ARIZONA (THE),PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,15,PrivacySuppressed,33859,35,Architecture and City Planning
2016_2017,1489,FLORIDA STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,29,33649,33632,65,Architecture and City Planning
2016_2017,1948,UNIVERSITY OF KANSAS,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,16,PrivacySuppressed,33147,36,Architecture and City Planning
2016_2017,3371,TEMPLE UNIVERSITY,PRIVATE,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,13,PrivacySuppressed,33008,23,Architecture and City Planning
2016_2017,1143,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,16,PrivacySuppressed,32537,45,Architecture and City Planning
2016_2017,3895,UNIVERSITY OF WISCONSIN - MADISON,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,11,PrivacySuppressed,30702,32,Architecture and City Planning
2016_2017,3425,CLEMSON UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,10,PrivacySuppressed,30263,25,Architecture and City Planning
2016_2017,2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,57,30548,30006,153,Architecture and City Planning
2016_2017,3632,TEXAS A&M UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,13,PrivacySuppressed,29058,59,Architecture and City Planning
2016_2017,1151,SAN DIEGO STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,11,PrivacySuppressed,28602,26,Architecture and City Planning
2016_2017,1786,BALL STATE UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,10,PrivacySuppressed,27865,22,Architecture and City Planning
2016_2017,1144,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,16,PrivacySuppressed,25961,32,Architecture and City Planning
2016_2017,2221,UNIVERSITY OF MASSACHUSETTS - AMHERST,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,15,PrivacySuppressed,25046,35,Architecture and City Planning
2016_2017,1481,FLORIDA ATLANTIC UNIVERSITY,PUBLIC,403,"City/Urban, Community and Regional Planning.",5,Master's Degree,14,PrivacySuppressed,24172,34,Architecture and City Planning
